Iteration|Model|Obs_Py1|Obs_Py2|Obs_P11|Obs_P10|Obs_P01|rho_latent|rho_Y1Y2|CalInt_PY1|CalInt_PY2|CalSlope_PY1|CalSlope_PY2|AUC_PY1|AUC_PY2|MSE_PY1|MSE_PY2|CalInt_P11|CalInt_P10|CalInt_P01|CalSlope_P11|CalSlope_P10|CalSlope_P01|AUC_P11|AUC_P10|AUC_P01|MSE_P11|MSE_P10|MSE_P01
58|"MPM"|0.2807|0.2266|0.133|0.1477|0.0936|0.75|0.364402623830442|-0.0462764073741872|-0.0576533915385147|1.05694186207497|1.02282844022627|0.68529813477468|0.760260969833002|7.04577560335025e-05|0.00024419420327747|-0.0611832029164827|-0.0480004819933294|-0.0709404813203187|1.07381782482404|0.977253357363049|1.03420509913292|0.708860472981762|0.755337085814473|0.826025141255724|5.42411827222769e-05|3.78349925140538e-05|0.000117240248952811
59|"Univariate"|0.278|0.2253|0.134|0.144|0.0913|0.75|0.385340139430616|-0.0874842392715623|-0.0773451281921348|0.945841217633917|1.03711802913238|0.672039697881584|0.766312930950864|4.11423933006766e-05|0.000122838394455772|0.480022030357094|-0.612776482337144|-0.779052439517135|0.763078670619471|1.33142294430292|1.34138241517598|0.692453121229878|0.756339158229491|0.823563650441979|0.00527321223772213|0.0060483858372617|0.00660235220589644
59|"SR"|0.278|0.2253|0.134|0.144|0.0913|0.75|0.385340139430616|-0.0869780113516753|-0.076564540078446|0.971082632986017|1.0577328258212|0.672039697881584|0.766312930950864|4.98184631816499e-05|0.000118592187952644|0.480732126308907|-0.611912663087408|-0.777782420213737|0.780244566405935|1.36621170965795|1.36871113540103|0.692487849436421|0.756502466251298|0.823518329749262|0.00532296354691613|0.00607894059056619|0.00657384289128395
59|"PCC"|0.278|0.2253|0.134|0.144|0.0913|0.75|0.385340139430616|-0.0887686994250435|-0.0753856143871226|0.936411990279813|1.02440604675179|0.671469439406923|0.765934049123779|0.000287558957010548|0.000166270932757225|-0.119356785663701|-0.0631239460746547|-0.0235003410150912|0.928412342515213|0.994646997773686|1.02416522458205|0.699181000310227|0.757849656022845|0.82996025640423|0.000197892736833112|0.000404531127957119|8.74230883798014e-05
59|"MLR"|0.278|0.2253|0.134|0.144|0.0913|0.75|0.385340139430616|-0.089238513825312|-0.0770435508569186|0.923125964149132|1.0215182217662|0.670803324099723|0.764960174438041|0.00047234318907834|0.000255295481572141|-0.118423013266765|-0.0666508192812877|-0.0307064262252107|1.00722176890273|1.01241974636121|0.948122720042859|0.69829254420737|0.75905933605919|0.829547669353244|0.000140010794906584|0.000408052988863709|0.000203863603232143
59|"MLM"|0.278|0.2253|0.134|0.144|0.0913|0.75|0.385340139430616|-0.0142262874558556|-0.118928247159397|1.35909329593349|1.25058214420488|0.670407441359931|0.738146478934245|0.00235575632836525|0.0060975912952642|-0.000722738112655163|-0.122300537695339|-0.324186896827318|1.13668261714133|2.22039399423422|1.50789015854863|0.680232411843783|0.758696294132918|0.791550005056391|0.00113709031131099|0.00520837506060854|0.00529657024633518
59|"MPM"|0.278|0.2253|0.134|0.144|0.0913|0.75|0.385340139430616|-0.086870057422845|-0.0726656140216902|0.943862335967606|1.0289314037565|0.67211971143307|0.766323186484971|5.64202100304413e-05|0.000162984309697159|-0.114294684976733|-0.0649122978205787|-0.0254927719571447|0.952182475467894|1.01254490857638|0.979798328475141|0.698509875564441|0.759650262850467|0.830028357977063|0.000138499498117953|0.00010414475798393|2.18529765632296e-05
60|"Univariate"|0.2885|0.2308|0.1372|0.1513|0.0936|0.75|0.36662351387217|0.0452024747928087|0.0570916732438021|0.943368657925989|0.979786965176751|0.674501230709646|0.760066334195829|0.000134066959572753|0.000130687849493424|0.738990712051322|-0.478066737107223|-0.651139119260838|0.775839271353278|1.18442959745761|1.37036296808236|0.692072035450381|0.742718130937164|0.832385420674256|0.00724632328414249|0.00557767367321654|0.00551634402740221
60|"SR"|0.2885|0.2308|0.1372|0.1513|0.0936|0.75|0.36662351387217|0.0455479113197524|0.0573936007245871|0.968862898085672|0.999410005494591|0.674501230709646|0.760066334195829|0.000129823431709653|0.00014998910417385|0.737983642313857|-0.476743077713005|-0.649523154403382|0.793095843266936|1.21557144401362|1.39850508357435|0.692027769780672|0.742918507376976|0.832344637563084|0.00730098107232823|0.00555664149173362|0.00546145988208255
60|"PCC"|0.2885|0.2308|0.1372|0.1513|0.0936|0.75|0.36662351387217|0.042660861018549|0.055803267451264|0.933351355138714|0.978327922536002|0.672831265505663|0.759926358926107|0.000388132144093633|0.000174840865012989|0.080775779195382|0.0105923905585633|0.0187719891426172|0.932278248654174|0.915813701138804|1.05762278276168|0.695591240668729|0.751460867291221|0.834499423850152|9.35331224270653e-05|0.000271024308343051|0.000112845576856841
60|"MLR"|0.2885|0.2308|0.1372|0.1513|0.0936|0.75|0.36662351387217|0.0464614514226606|0.0545530382062602|0.91510409524341|0.96646946970366|0.672347214796284|0.759452301835574|0.000605116522060141|0.000451621032461526|0.0842834567515094|0.0121784447622858|0.0079596689479292|0.991924532139677|0.936651901841228|0.956744777121482|0.694722062280108|0.750659984544614|0.834910791069772|0.000176690220186814|0.00040940590087586|0.000341161274054575
60|"MLM"|0.2885|0.2308|0.1372|0.1513|0.0936|0.75|0.36662351387217|0.141746035666823|-0.0150501940915123|1.06846193638011|1.30264711456556|0.669189972608946|0.755149005786921|0.00196672268063629|0.00253584131351937|0.288526168904891|-0.073905501687559|-0.368256437072911|1.05770794091995|1.37360043832261|1.72146543982608|0.687522808646606|0.733894325063541|0.82562037477086|0.00223110209932892|0.00343951942729322|0.0037432002105502
60|"MPM"|0.2885|0.2308|0.1372|0.1513|0.0936|0.75|0.36662351387217|0.0380494997698322|0.0531274162064805|0.957892382166723|0.984831278706709|0.674526368608805|0.76017470941472|9.33209865974061e-05|0.000143989472883624|0.0742520690815338|0.00827859367387745|0.0210857878626186|0.967584855665995|0.934111618065532|1.02090369535311|0.695847204369529|0.751812480048994|0.834844547981684|9.71897104272334e-05|2.02919575916127e-05|1.96604835610485e-05
61|"Univariate"|0.2943|0.2333|0.1404|0.1539|0.0929|0.75|0.377139477848163|0.0104589945730556|0.0349417647786709|0.898485016236247|0.949800935952234|0.664104644520992|0.758391391432635|0.000204498769922064|4.95881838915181e-05|0.614972235355475|-0.484433169655735|-0.646891579297763|0.704231786888767|1.11575326935223|1.29023512768199|0.687668782538489|0.734113382972856|0.8193081276413|0.00517734255698604|0.00655922806899096|0.00546563561184512
61|"SR"|0.2943|0.2333|0.1404|0.1539|0.0929|0.75|0.377139477848163|0.0100448336069641|0.0345521135235198|0.922644188359615|0.968975413433642|0.664104644520992|0.758391391432635|0.00019065908397828|2.77683918798849e-05|0.614463241903221|-0.485041689905518|-0.647455102823383|0.720070912133719|1.14509837652751|1.31677881115893|0.687669528263991|0.734467720602245|0.819268255606797|0.00521976938977624|0.00658639977291551|0.00545761744516762
61|"PCC"|0.2943|0.2333|0.1404|0.1539|0.0929|0.75|0.377139477848163|0.0081914546031322|0.0366216621894626|0.889507399192128|0.950820704652597|0.663577554567436|0.758130030053484|0.000398327215645159|6.93141256088314e-05|0.026952324363675|0.00369341212756972|0.0548678810407304|0.850985725120365|1.01816794168596|1.03615551113688|0.690779037888158|0.752895734808619|0.820815076945313|0.0002358162174782|9.270870771299e-05|0.000166564127095378
61|"MLR"|0.2943|0.2333|0.1404|0.1539|0.0929|0.75|0.377139477848163|0.0102089369146347|0.0310052823982376|0.878233583490163|0.938751803643933|0.66265159614076|0.757415828637727|0.000556666670817786|0.000224169431971149|0.023603807792449|0.0093364447078679|0.048962054660267|0.889252412164233|1.03121241160143|0.942733679517263|0.690053032683326|0.751156992227995|0.820829198290866|0.000132679938249536|0.00025933458684971|0.000166928508287649
61|"MLM"|0.2943|0.2333|0.1404|0.1539|0.0929|0.75|0.377139477848163|0.107521605161941|-0.0834128132721185|0.765914940221976|1.30873678945734|0.65788486751081|0.749749358630357|0.00184320263946611|0.00345329677957221|0.175269622259467|-0.070134512685071|-0.402392531360988|0.889426618663024|1.01994118959698|1.75058745852858|0.677386056457718|0.714074645437742|0.81881649121587|0.00134722765422258|0.00348638022047557|0.00405945198637107
61|"MPM"|0.2943|0.2333|0.1404|0.1539|0.0929|0.75|0.377139477848163|0.00488828448622401|0.0405831827067187|0.902875249030124|0.95600329458189|0.664237488330425|0.758372495144688|0.000196187006308538|6.37105532102743e-05|0.0252221308788469|0.00168644910523811|0.0684238260931415|0.88608719684241|1.02671445614635|0.982310629831202|0.690926360103885|0.752260937486441|0.821486256192774|8.64405587768854e-05|4.95485394435659e-05|9.22094421948997e-05
62|"Univariate"|0.2892|0.232|0.1376|0.1516|0.0944|0.75|0.371105778998485|-0.0114287319504351|0.0363369672113575|0.982011519435397|0.942875506618741|0.678974356130392|0.762877099048132|1.50792860601703e-05|0.000157119439620953|0.63062228628806|-0.520709777671064|-0.651482419696494|0.756818013102554|1.19503544264461|1.27553379274456|0.698453157359667|0.742837441018885|0.831825842591484|0.00560099418783823|0.006149175304778|0.00605254439752165
62|"SR"|0.2892|0.232|0.1376|0.1516|0.0944|0.75|0.371105778998485|-0.0116993826284462|0.0358984557792767|1.01397749298188|0.964769684930878|0.678974356130392|0.762877099048132|2.60212581857634e-05|8.96225181209423e-05|0.628993247399377|-0.520372757386448|-0.651065224558402|0.776388854188646|1.23281327983671|1.30591561309739|0.698365179515252|0.743109254856884|0.831699042118345|0.00564505376080106|0.00616484418581945|0.00598698675110374
62|"PCC"|0.2892|0.232|0.1376|0.1516|0.0944|0.75|0.371105778998485|-0.0104370204722993|0.0374124093201233|0.967405945519371|0.940892418492679|0.677743154227485|0.76272112966954|0.000298518794198853|0.000169790873048435|0.018083071043275|-0.0233031756824375|0.0612283147068057|0.912455066753843|0.929325516051834|1.02365329360672|0.699343469549553|0.749127801019831|0.83917313458256|0.000163509572949887|0.000314485164679554|7.67919007016968e-05
62|"MLR"|0.2892|0.232|0.1376|0.1516|0.0944|0.75|0.371105778998485|-0.0103082035050359|0.0339795594995183|0.951584244394981|0.936006279495373|0.676546151026136|0.762563308189655|0.000480426324172436|0.000433254316062556|0.0142052956648981|-0.0192268806132287|0.0619794734041633|0.990352392721989|0.949126629918688|0.913473251582153|0.699345576298701|0.748359164977938|0.837835880884291|8.09632356989228e-05|0.000324963125730378|0.000425350852506077
62|"MLM"|0.2892|0.232|0.1376|0.1516|0.0944|0.75|0.371105778998485|0.139772305410201|0.108150842096567|0.945092646818876|1.45711044760828|0.671827313972685|0.762949330998563|0.00238133598410382|0.0023404327774792|0.474074518962902|-0.165528525708754|-0.323132881537161|1.08418844101222|1.0410799442337|2.01261355857532|0.697743267166803|0.70590286978189|0.838749335584237|0.00352951423712541|0.00509829047833835|0.00311585109933833
62|"MPM"|0.2892|0.232|0.1376|0.1516|0.0944|0.75|0.371105778998485|-0.0100806985809292|0.0445547311059249|0.975255590385878|0.932610750685341|0.678983696316309|0.762888604525862|2.89963201745565e-05|0.000111040844224523|0.0256334082670651|-0.0291456130045889|0.0656172740557641|0.933677158059747|0.929795246611441|0.955289270148553|0.699249002917763|0.750285886579612|0.839049726373001|6.10751309187372e-05|8.44220143069074e-05|1.92456484858878e-05
63|"Univariate"|0.2959|0.2302|0.1405|0.1554|0.0897|0.75|0.369754563810572|0.114531885510704|0.0271297344440924|0.962161242542446|0.958705131583847|0.678803324457113|0.757063396023519|0.000231428175292079|8.53400421218727e-05|0.779439065506004|-0.416564180726904|-0.720959089168358|0.774917686799968|1.17703919598777|1.39643616143365|0.691558901041117|0.742389153471323|0.836842105907727|0.00704590566017954|0.00480021944163304|0.0065787269770172
63|"SR"|0.2959|0.2302|0.1405|0.1554|0.0897|0.75|0.369754563810572|0.114182457718812|0.0269934274719704|1.00403781510755|0.981581655548507|0.678803324457113|0.757063396023519|0.00025027564120936|9.21624205358902e-05|0.776388658904257|-0.415231355671513|-0.718861684793386|0.797699961804376|1.22568102197951|1.43166214180161|0.69146938445964|0.742796008010311|0.836685959067974|0.00710903266318621|0.00477680529299972|0.00649693959302751
63|"PCC"|0.2959|0.2302|0.1405|0.1554|0.0897|0.75|0.369754563810572|0.110884958570028|0.0281948143254357|0.942254643567875|0.957093677144885|0.67721253572051|0.757205940410352|0.000473491828875153|0.000144540477881614|0.125927647577146|0.0726878151191792|-0.103480536232065|0.929505067881686|0.903269948349803|1.07381842398111|0.692990007018067|0.750099275555113|0.838944883349738|0.000100546473846256|0.000295939220399262|0.000205476781684889
63|"MLR"|0.2959|0.2302|0.1405|0.1554|0.0897|0.75|0.369754563810572|0.113009629423019|0.0238425628319632|0.932035436342119|0.945808694559879|0.677341073639124|0.757133539599463|0.00065881055433012|0.000409844372208616|0.122773619293498|0.0766432754613762|-0.115674438062086|1.02606866419738|0.916157872584416|0.966538870397029|0.693327205463741|0.748820274216912|0.839064902097156|0.00027050161907245|0.000425627006537289|0.000528396073260858
63|"MLM"|0.2959|0.2302|0.1405|0.1554|0.0897|0.75|0.369754563810572|0.165782119621588|-0.0518025736162123|1.25638070632795|1.21440523233731|0.67102054067618|0.7540445700069|0.00261859412699721|0.00225873474337285|0.365352720437313|-0.12601847714876|-0.525142148606164|1.02099442723146|1.59792117602603|1.66006186934089|0.688210682781307|0.739438162833853|0.821275429431365|0.0026841624563308|0.00434449500639619|0.00532981115192198
63|"MPM"|0.2959|0.2302|0.1405|0.1554|0.0897|0.75|0.369754563810572|0.111569511921975|0.0317741433762514|0.966540920801922|0.965726436062062|0.678813691966606|0.757226142663117|0.000207179821164231|0.000113010081336338|0.129399624794363|0.0721134695194562|-0.100001721542257|0.965161265088492|0.92157644171449|1.07069299625866|0.692770811466569|0.750608758008711|0.839427040297274|0.000153944568530315|2.86180696664809e-05|0.000117917578974317
64|"Univariate"|0.2841|0.223|0.1324|0.1517|0.0906|0.75|0.371124389405862|-0.0408054307211936|-0.0503492036993277|0.969194497846169|1.02516493560385|0.681675379850619|0.764187428940792|9.01756377971152e-05|2.42210380920134e-05|0.53076120884394|-0.534012738899603|-0.736625791305402|0.780923461670606|1.19032535883232|1.39297099501839|0.69922775472568|0.746138832397433|0.831434961119842|0.00542738265648597|0.00631828781837012|0.0060742079831367
64|"SR"|0.2841|0.223|0.1324|0.1517|0.0906|0.75|0.371124389405862|-0.0409240130503486|-0.0506297583908735|0.995621431076675|1.05233682849317|0.681675379850619|0.764187428940792|5.81761012214397e-05|3.11822206789003e-05|0.529792263219985|-0.533794421791248|-0.736352561877874|0.801835525266215|1.22269696949618|1.42996571073165|0.699159590856605|0.746269148479595|0.831441393811314|0.00547684929386533|0.00632378056370943|0.00604632070510702
64|"PCC"|0.2841|0.223|0.1324|0.1517|0.0906|0.75|0.371124389405862|-0.0392033141928974|-0.051421407762241|0.947787951942244|1.0237337994408|0.679619104821695|0.763846864160766|0.000300635940675538|7.59794989082803e-05|-0.0730278955158092|-0.0112841594882976|-0.0194542590976288|0.947482258280305|0.957872607892304|1.09263402559213|0.702391411387318|0.754850582937172|0.834182691350724|0.000123650912239524|0.000175777880477425|0.000186252194943648
64|"MLR"|0.2841|0.223|0.1324|0.1517|0.0906|0.75|0.371124389405862|-0.0367766648364623|-0.0509032338038637|0.913541217896776|1.02074098756229|0.677136352589364|0.764014636032573|0.000781739990166604|9.19880647244506e-05|-0.0717935542049887|-0.00643365702840644|-0.0175057977360357|1.01619923712888|0.875027027529433|1.08963149706141|0.70145478933447|0.753623109571736|0.834237065799394|0.000142229547576601|0.000595707795826401|0.00011287519932531
64|"MLM"|0.2841|0.223|0.1324|0.1517|0.0906|0.75|0.371124389405862|0.0604366063833188|-0.122674912289293|1.08074102959038|1.35633794803242|0.674044073277181|0.756284202203485|0.00202237664367066|0.00307284383646829|0.104161850044715|-0.0978366714713898|-0.420348027493324|1.0859909359804|1.41165714990056|1.78713528884832|0.694103276880069|0.73641571405248|0.824220030090432|0.00123225960360724|0.00402951740797418|0.00417230081810481
64|"MPM"|0.2841|0.223|0.1324|0.1517|0.0906|0.75|0.371124389405862|-0.0368738593139667|-0.0529458172908623|0.970646856807786|1.02490345668576|0.681685409980835|0.764184081583185|7.19024056933159e-05|8.00844468181598e-05|-0.0687727883922352|-0.0136150648440931|-0.0317792238736102|0.977340226314064|0.984379341521904|1.0525111663305|0.702209554015035|0.755669079832471|0.83478784983525|4.63496660427581e-05|1.41621595920386e-05|5.82459568201457e-05
65|"Univariate"|0.2889|0.2303|0.1382|0.1507|0.0921|0.75|0.373865789836175|0.00327641570130316|0.0610584654661168|1.01219791888362|1.04076947807993|0.675737680675404|0.769692879874757|1.28662938798209e-05|5.44606574990202e-05|0.68838514845104|-0.518537025407183|-0.65056887502124|0.830716261009289|1.31030219490463|1.3586729405572|0.706809931355602|0.748711984286837|0.822227237116018|0.00636024209349232|0.00608277722379802|0.0053322323156298
65|"SR"|0.2889|0.2303|0.1382|0.1507|0.0921|0.75|0.373865789836175|0.003641686477405|0.0608079734829224|1.04470684857849|1.06568280748675|0.675737680675404|0.769692879874757|4.32613494893613e-05|7.86415573343688e-05|0.687353202938043|-0.517427122383413|-0.649809181700347|0.852753157783106|1.35130634107948|1.39204913109103|0.70677777371026|0.748911141233371|0.822162298626401|0.00642235115452276|0.00610538982784478|0.0053023918271707
65|"PCC"|0.2889|0.2303|0.1382|0.1507|0.0921|0.75|0.373865789836175|0.000385210720236311|0.0590382835825536|0.999296090754392|1.037260985868|0.675742889090119|0.769365454766904|0.00024871611269151|9.09667464307246e-05|0.0508033662315278|-0.0338479823315856|0.0589391709114436|1.00383067709809|1.00144089210607|1.05509591510544|0.710771031184016|0.754090862602724|0.827130152878121|4.20851069964774e-05|0.000231731209542319|0.000127953302355827
65|"MLR"|0.2889|0.2303|0.1382|0.1507|0.0921|0.75|0.373865789836175|0.00182723102394068|0.0611839897603237|0.981889569813923|1.03397622209954|0.675119680364943|0.768719630743006|0.000473763353076756|0.000239745190422786|0.0531947661075509|-0.0328357748868729|0.0604551156300717|1.04265674840704|1.03087255616253|0.985733206557487|0.710251974882444|0.753753178678471|0.82698353301022|5.406140118926e-05|0.000388960337279741|0.000175791867287643
65|"MLM"|0.2889|0.2303|0.1382|0.1507|0.0921|0.75|0.373865789836175|-0.00189428023707457|0.0966012548063338|1.32582580253095|1.38620441902102|0.670811980658382|0.769699085381625|0.00269263303364143|0.00183492749397479|0.338840687139335|-0.307076729192674|-0.315730677331942|1.20689545113822|1.56060761287084|1.82606101229456|0.706021691213389|0.735318542902461|0.824398550592046|0.00283887180529396|0.0058680865011418|0.00271160553141751
65|"MPM"|0.2889|0.2303|0.1382|0.1507|0.0921|0.75|0.373865789836175|0.00135258290933306|0.0590417912838096|1.01754872273082|1.02948244413443|0.675650987342627|0.769682104858286|3.66386787266548e-05|7.83008910592171e-05|0.0514563356730973|-0.0331606128653413|0.0582637274670327|1.03447658871969|1.01727228611381|0.984129219209661|0.710745926390394|0.754953120767475|0.827259312304983|2.35534592687391e-05|4.7912363678539e-05|3.38736020572142e-05
66|"Univariate"|0.2876|0.2315|0.1374|0.1502|0.0941|0.75|0.369192895656511|0.0574947085695847|0.00362108674992018|1.02096484245565|0.959186993490108|0.688360526309624|0.757356101687532|0.000160791863731897|0.000182447861433693|0.661872693397848|-0.449865893016405|-0.678782270919732|0.743236637919674|1.26673823367972|1.33189147705788|0.690701092901154|0.753641962908794|0.828478768127562|0.00606792561385525|0.0043098063092617|0.00693898815436134
66|"SR"|0.2876|0.2315|0.1374|0.1502|0.0941|0.75|0.369192895656511|0.0574789938006224|0.00315621507414567|1.06115289481248|0.98733836458912|0.688360526309624|0.757356101687532|0.000182157508210037|0.000168875601691574|0.660886929071928|-0.449513978560087|-0.678732914082357|0.76740144592637|1.3154473480374|1.3717862703957|0.690591745412046|0.754032827963907|0.828423398434563|0.00613925495861604|0.00436467051988532|0.00690400471091688
66|"PCC"|0.2876|0.2315|0.1374|0.1502|0.0941|0.75|0.369192895656511|0.0544448629941537|0.00201537493512102|1.00771888023662|0.957228558075274|0.688013894930182|0.75727167591069|0.000357106519704247|0.000226739781444001|0.0410801071609829|0.0583723625562049|-0.0369832432215346|0.889590287214649|1.04372187539844|1.08795330751052|0.694601237719079|0.76300658508511|0.835586148614368|0.00012643604930006|0.00042318775945674|7.01394816174715e-05
66|"MLR"|0.2876|0.2315|0.1374|0.1502|0.0941|0.75|0.369192895656511|0.0575210715984002|0.00464018874096784|0.994786340208822|0.953562696417309|0.687559398815655|0.756733644262265|0.000486209223478996|0.000342916410496569|0.0448048390501574|0.0609814501545622|-0.0367171545457961|0.979749505408838|1.06125762755269|0.967759648329731|0.694319178570862|0.763076939228123|0.835102015726635|0.000206537366668771|0.000484515118923332|0.000376778068183689
66|"MLM"|0.2876|0.2315|0.1374|0.1502|0.0941|0.75|0.369192895656511|0.100481482826565|-0.0532882255691188|1.01745544586567|1.50682119787007|0.667952030355967|0.756509539353963|0.00319739158356941|0.00304449511489908|0.218751053201241|-0.106202891300973|-0.390513310902118|1.11728641860611|1.19897403442127|2.17305226216656|0.688642390174116|0.716412634413235|0.833314114262635|0.0017026950622149|0.00531794294073541|0.0045141110777532
66|"MPM"|0.2876|0.2315|0.1374|0.1502|0.0941|0.75|0.369192895656511|0.0461707797503602|0.0066491159223592|1.02800378646076|0.959654240644933|0.688055771827332|0.757286739897503|0.000114639110704248|0.00023756107583092|0.0370333921839739|0.0496576467575104|-0.0221682033432522|0.920507089095244|1.07401643411925|1.06625531482943|0.694634480705737|0.763341746581556|0.835425904968949|8.74653246440815e-05|0.00017496409273007|0.000105329674286969
67|"Univariate"|0.2939|0.2309|0.1383|0.1556|0.0926|0.75|0.368543380577287|-0.0145668248691739|0.0625212924769254|0.950922597180981|1.01570807530265|0.687191368234785|0.759760935019412|0.000260278535596101|0.000265198104150272|0.633678660638215|-0.508893869534321|-0.62608237833366|0.754628259073994|1.22765755251369|1.34983155071085|0.69522873070947|0.75048520176478|0.828033814601422|0.00547837526671937|0.00702019955595162|0.00503111905712749
67|"SR"|0.2939|0.2309|0.1383|0.1556|0.0926|0.75|0.368543380577287|-0.0146170227209925|0.0620347997628479|0.979669795490905|1.03589817979654|0.687191368234785|0.759760935019412|0.000185333804226556|0.000286605260790177|0.632793779115411|-0.508674055707499|-0.626057836002205|0.772741638556231|1.26366544200088|1.37771294753957|0.69521815785457|0.750737430572384|0.827868150093948|0.00551711849277157|0.00700425371791867|0.00503752951543044
67|"PCC"|0.2939|0.2309|0.1383|0.1556|0.0926|0.75|0.368543380577287|-0.0134544929017959|0.0622618558588731|0.940943537862691|1.01335692333804|0.686052168053446|0.759847147163567|0.000447593052280395|0.000288770248636741|0.0340170301047154|-0.036262904500229|0.0942649066104244|0.917519246015933|1.00336231018796|1.12524926913608|0.70170829644372|0.757443870337649|0.838553986873468|0.000151354365192543|0.000355480960950915|0.000206663224214324
67|"MLR"|0.2939|0.2309|0.1383|0.1556|0.0926|0.75|0.368543380577287|-0.0147895579470824|0.0617170159319714|0.932465888202747|1.00686552752375|0.685878018505823|0.759134306188483|0.000594130682122435|0.000357260616269932|0.0314540112714324|-0.035257698569826|0.0996275346881417|1.0147962156563|0.99365589369012|0.996762379666838|0.701138956598515|0.756578879269928|0.835694012894221|7.75998555118156e-05|0.000429778944692394|0.000260253524787002
67|"MLM"|0.2939|0.2309|0.1383|0.1556|0.0926|0.75|0.368543380577287|0.0683748073116473|0.0288896136885361|0.978469476501825|1.33935223115715|0.68064524383081|0.743510931288809|0.00122090948125667|0.00514036846025424|0.173591034702422|-0.0626790868426488|-0.181312963272971|1.03878590172613|1.3052848484603|1.78986655401619|0.686601029376509|0.733745246164356|0.823193840327026|0.00131101435530419|0.00372443526828222|0.00398952160231111
67|"MPM"|0.2939|0.2309|0.1383|0.1556|0.0926|0.75|0.368543380577287|-0.0139500377615525|0.0625546506359292|0.94906660760115|1.01639327279301|0.687187754173891|0.759854298660829|0.000251204162416478|0.000303812018011078|0.0319958874026711|-0.0348129004498743|0.1000721883763|0.951875598325647|1.01165092728637|1.06583354956261|0.701705695185768|0.758069647421573|0.838196118214003|8.71108278910629e-05|0.000150603818742596|0.000137530777688118
68|"Univariate"|0.2928|0.2336|0.1432|0.1496|0.0904|0.75|0.387146756149084|0.0242673445844772|0.0188752778318797|1.01344698614815|0.970992596133732|0.678274052370002|0.758185005237081|0.000183653841265377|8.16494751937003e-05|0.624900280811738|-0.495961625354638|-0.694196445386908|0.748972168884852|1.23511678411684|1.30749013972888|0.698270555894611|0.747963446581917|0.819537762392883|0.00524019753764362|0.00623734449261063|0.00574197249082425
68|"SR"|0.2928|0.2336|0.1432|0.1496|0.0904|0.75|0.387146756149084|0.024060373029812|0.0189662219722252|1.0431162297644|0.999884647103259|0.678274052370002|0.758185005237081|0.000199834562715698|7.51263177181223e-05|0.625465833075543|-0.49652168723215|-0.694588478161975|0.771140257768748|1.27132641646846|1.34635843136087|0.698195001930008|0.748149816883907|0.819536911099696|0.00531017542352577|0.0063099325289882|0.00573408082020356
68|"PCC"|0.2928|0.2336|0.1432|0.1496|0.0904|0.75|0.387146756149084|0.0266335652086614|0.021051681639844|1.00502949129968|0.96513369481464|0.67779073325421|0.757863385030886|0.000369088113501509|9.33251729160759e-05|0.0360108327654678|0.0182571329123647|0.00320955772495103|0.910494087281379|1.09722078824516|1.0906305351622|0.702704522218571|0.759654940613037|0.828885083202964|0.000203636944624717|0.00012989482369514|0.000176933165211485
68|"MLR"|0.2928|0.2336|0.1432|0.1496|0.0904|0.75|0.387146756149084|0.0237298766103228|0.0175400611361812|0.998106356866485|0.964724019322021|0.676753635131543|0.757176967748163|0.000536273004569232|0.000143135779598711|0.031051622405388|0.0167770227529722|0.00120145245449153|0.981555604759228|1.08319469872443|1.01986774194687|0.701644158594537|0.758880297286964|0.826657248931749|0.000107507832574709|0.000287783082043592|0.000146637304058303
68|"MLM"|0.2928|0.2336|0.1432|0.1496|0.0904|0.75|0.387146756149084|0.0829220162497376|-0.0690038150972336|1.40663221764456|1.30779214084818|0.670009237538016|0.74998888460906|0.00301470974130437|0.00320907668781277|0.153939050275738|-0.0907988952123533|-0.383101205918824|1.21179800464812|1.97257344482359|1.65559059884262|0.694764102102666|0.753794612538422|0.804519491208817|0.00109260905055922|0.00481291529948216|0.00434730012300836
68|"MPM"|0.2928|0.2336|0.1432|0.1496|0.0904|0.75|0.387146756149084|0.0318692074014326|0.0232403063194015|0.99625647330355|0.960849954906705|0.67827535628848|0.758271023840335|0.000191309897096055|8.34941145485783e-05|0.0418916545023958|0.0220990561628762|0.000345425815201069|0.939701085551649|1.07882903287019|1.03842756436664|0.70305857445399|0.759897355632581|0.828744133373806|7.6750754497587e-05|7.91261956461402e-05|9.04728747789698e-05
69|"Univariate"|0.2841|0.2247|0.1355|0.1486|0.0892|0.75|0.381567455552405|-0.027343121280246|-0.0845885152942482|1.01484148481909|0.931873648795961|0.68168516414431|0.754195613785691|4.99636616622636e-05|0.000217426851756141|0.523682968333279|-0.54521795007045|-0.798625916926166|0.72715498244753|1.23793016696155|1.35038561168532|0.688581203220939|0.752471189088924|0.832362792479287|0.00513544990410545|0.00543963492741288|0.00713611185308593
69|"SR"|0.2841|0.2247|0.1355|0.1486|0.0892|0.75|0.381567455552405|-0.0272713147285063|-0.0838943639619495|1.0422203744377|0.951121431477256|0.68168516414431|0.754195613785691|5.7448425320196e-05|0.000177898343486756|0.523835225504525|-0.544759717321014|-0.797452374608969|0.743470246315255|1.27060706839514|1.37872161123373|0.688480554209822|0.75271629247497|0.832320942905365|0.00518101468987687|0.00546324900789572|0.00708137032995255
