Iteration|Model|Obs_Py1|Obs_Py2|Obs_P11|Obs_P10|Obs_P01|rho_latent|rho_Y1Y2|CalInt_PY1|CalInt_PY2|CalSlope_PY1|CalSlope_PY2|AUC_PY1|AUC_PY2|MSE_PY1|MSE_PY2|CalInt_P11|CalInt_P10|CalInt_P01|CalSlope_P11|CalSlope_P10|CalSlope_P01|AUC_P11|AUC_P10|AUC_P01|MSE_P11|MSE_P10|MSE_P01
4|"PCC"|0.2785|0.2241|0.1569|0.1216|0.0672|0.95|0.496733161919846|-0.00188208173749086|0.0386359543821577|0.908111353944661|0.969760297033167|0.679947446410642|0.765321025477517|0.000840526575917943|0.00029524665774795|0.0438479633799257|-0.0648660832994522|-0.00322291361378708|0.91996414141025|0.943648100325796|1.11745671652168|0.702384346094745|0.807839350553638|0.902204639896267|0.000239940180439197|0.000673665615291282|0.000311159489765491
4|"MLR"|0.2785|0.2241|0.1569|0.1216|0.0672|0.95|0.496733161919846|0.000114642818046868|0.0432106766385404|0.867394993901491|0.953413382701026|0.677629962513266|0.764960545307348|0.00161625793336856|0.000686013424360687|0.0461632309092525|-0.0625321638879239|0.00315234450891248|0.965944882065323|0.95165668180857|1.00154622265363|0.701206940697095|0.806691274056898|0.901985764824798|0.000390813336621724|0.00121599637562907|0.000575738653269642
4|"MLM"|0.2785|0.2241|0.1569|0.1216|0.0672|0.95|0.496733161919846|0.1483978778011|0.162985094007519|1.22231242506362|1.19931208592947|0.6642790117835|0.76315521138556|0.00560011025204082|0.0027719665004341|0.568631786963091|-0.313508807903484|-0.524066519121168|1.03098856299867|1.6485997684318|1.96020544809525|0.694691107410442|0.756535226278641|0.873924289645103|0.00749197822525891|0.00936555287316096|0.00580916115973389
4|"MPM"|0.2785|0.2241|0.1569|0.1216|0.0672|0.95|0.496733161919846|-0.00568557983096602|0.0379842913668297|0.95637553548142|0.973929379781324|0.682038193420599|0.76639516206626|9.6670657724481e-05|9.9012005026793e-05|0.0397769158690367|-0.0661353840255017|0.00478395300078412|0.94403422567333|0.9584301689778|1.04063663219424|0.702457447283799|0.808895022948423|0.902728855264233|0.000117474733634319|1.13897738531902e-05|1.25656168355831e-05
5|"Univariate"|0.2928|0.234|0.1668|0.126|0.0672|0.95|0.502777282771011|0.055057801271996|0.0613754963872443|0.941028488918917|0.94046199883688|0.684852755730287|0.755152138983732|0.000110187916174226|5.1529530483234e-05|0.847717252509168|-0.696049365681932|-1.01640825669698|0.695192473340539|1.36192049548283|1.73366375215391|0.685396641879967|0.795287040063928|0.897517809921996|0.0116425863122535|0.0110407655099434|0.0110424765959695
5|"SR"|0.2928|0.234|0.1668|0.126|0.0672|0.95|0.502777282771011|0.0546122357283147|0.0610944540893858|0.964708253260748|0.958318718046735|0.684852755730287|0.755152138983732|6.18134398533282e-05|3.35089003876012e-05|0.84615463196805|-0.695764196704082|-1.01576229967094|0.709916418820361|1.39540331850186|1.76724798630247|0.685308066556836|0.795654171661037|0.897498506799804|0.0116981660021342|0.0110496027357459|0.0109979179911925
5|"PCC"|0.2928|0.234|0.1668|0.126|0.0672|0.95|0.502777282771011|0.053467571469466|0.0644113762020276|0.894697968682528|0.940215060481259|0.680120787280864|0.754849981031443|0.000819668931628974|0.000278249020910052|0.087430874843628|0.00460610992318944|-0.00189697197508756|0.861702151241119|0.991626204890907|1.19400712323652|0.696150736635847|0.819980294940249|0.907741764426611|0.00022763287990492|0.000682021133813994|0.000375380257819951
5|"MLR"|0.2928|0.234|0.1668|0.126|0.0672|0.95|0.502777282771011|0.0543561962141721|0.065205650474966|0.85364479905878|0.921134580881988|0.676999399617981|0.754207783803084|0.00161155201727625|0.000700451123807549|0.0868843729646836|0.00696056986058793|-0.00180549446144693|0.904959353645447|0.98590743966085|1.05602295449459|0.694134514759772|0.8169574298064|0.907613821418362|0.00032591465859648|0.00123630797328548|0.000706790422353414
5|"MLM"|0.2928|0.234|0.1668|0.126|0.0672|0.95|0.502777282771011|0.172172204237803|-0.0539159727605513|0.755477304391001|1.09280202696183|0.652660264137181|0.740378869027694|0.00633560350320719|0.00442742569825871|0.213158543628508|-0.0308149863804307|-0.509944423657215|0.859392800738195|1.14339333417855|2.03036191076261|0.678276941576839|0.733212287966293|0.874636271747121|0.00280646726625437|0.00891704127309358|0.00678590340343303
5|"MPM"|0.2928|0.234|0.1668|0.126|0.0672|0.95|0.502777282771011|0.0491805539731469|0.0662316362843243|0.940602044173023|0.946296664862274|0.684785338315654|0.755153422150811|9.09050060182192e-05|5.6321310411123e-05|0.0882661022586548|-0.00626411945900909|-0.00303168175032572|0.897198004998045|1.01964596866538|1.15079170192619|0.697374169795225|0.820991427844975|0.908310329116638|7.85038047579269e-05|3.00275368543082e-05|2.95113409348973e-05
6|"Univariate"|0.2826|0.2267|0.1579|0.1247|0.0688|0.95|0.499626145957359|-0.049533996453883|0.00812244967241076|0.920907520345171|1.088577278612|0.674500007990638|0.770955268157692|6.52728191026671e-05|4.45058250235697e-05|0.720620363044472|-0.777909110755942|-1.02300123393024|0.750440479142148|1.5142871834248|1.80311248821097|0.685089501885384|0.804921414960397|0.896712419084153|0.0114059811094507|0.0119488603467019|0.0109078445784857
6|"SR"|0.2826|0.2267|0.1579|0.1247|0.0688|0.95|0.499626145957359|-0.0494435545580565|0.00799498108498715|0.945942990704373|1.11212379774097|0.674500007990638|0.770955268157692|4.21566555582163e-05|7.389178956278e-05|0.719455717567191|-0.776974690576417|-1.02201129082008|0.76847852816524|1.55477831533928|1.84289432398181|0.685063630919384|0.805204420232687|0.896685259829777|0.0114705175546156|0.01198156161213|0.0108802120444678
6|"PCC"|0.2826|0.2267|0.1579|0.1247|0.0688|0.95|0.499626145957359|-0.0496737407402793|0.0130490766568457|0.894593951371693|1.07777614297358|0.67348588744722|0.769863412841613|0.000801166113161965|0.000283908324375109|-0.0204366699256347|-0.0758491270528971|0.0786939952733813|0.949133019154445|1.00544647510484|1.15016178908899|0.699468569746959|0.819461601021934|0.901735476354591|9.39801600764543e-05|0.000881638633469781|0.000394734535781858
6|"MLR"|0.2826|0.2267|0.1579|0.1247|0.0688|0.95|0.499626145957359|-0.0515935419332988|0.00968655210983792|0.85853673905209|1.04838204645554|0.672307514889716|0.76837493927086|0.00152259574234666|0.000529412234950139|-0.0239042712787387|-0.0753498119148003|0.0792739239930659|1.01713412610448|1.0070494575306|1.01457695406088|0.696613287493592|0.818614234313157|0.902774083702949|0.000239554425813067|0.00134565156479183|0.000592133745837641
6|"MLM"|0.2826|0.2267|0.1579|0.1247|0.0688|0.95|0.499626145957359|0.0859649743587274|-0.0795970715819126|1.20817415887203|1.84736486825471|0.66529183291634|0.750033469834737|0.00345178843267502|0.00784639451550062|0.0950827442129979|-0.0344478334154781|-0.40598294078016|1.3934849538735|2.04015267084413|3.12716008045811|0.670478573011664|0.781797804505748|0.890904709102533|0.00295714599834417|0.00859759428078224|0.00730924999561318
6|"MPM"|0.2826|0.2267|0.1579|0.1247|0.0688|0.95|0.499626145957359|-0.0415670729340269|0.00883819777218395|0.92673360463034|1.08639016533418|0.674490537604241|0.770943403265275|5.11414821579076e-05|0.000104961827914131|-0.022845238904163|-0.0534379104767873|0.0815108011718719|0.973525976864533|1.02522006005292|1.05238368998438|0.699931163676803|0.820786934226515|0.902782668524734|3.38112792477714e-05|5.93448179797109e-05|4.41228613957529e-05
7|"Univariate"|0.2852|0.2307|0.1602|0.125|0.0705|0.95|0.495438754057367|-0.0385006812012108|0.0189448053507037|1.0768556154278|1.03254575188121|0.683178083729224|0.77054951920387|7.39740621964381e-05|7.6811417468379e-06|0.73253063420282|-0.77392762224288|-1.00676612644653|0.812418799472704|1.57581078712731|1.71702140482797|0.696563431814067|0.801746651428571|0.891915961834129|0.0112929561756527|0.011966248927308|0.0109445582884812
7|"SR"|0.2852|0.2307|0.1602|0.125|0.0705|0.95|0.495438754057367|-0.0380972803972723|0.0200063079257179|1.13754116766158|1.06567124020794|0.683178083729224|0.77054951920387|0.000205068722589599|1.50401628925572e-05|0.731737786705535|-0.771818296907682|-1.00361531366038|0.844061329269283|1.66071385485142|1.77482730472411|0.696430530543655|0.80264384|0.891633036903086|0.0114131658240075|0.0120998818184351|0.0108756916482722
7|"PCC"|0.2852|0.2307|0.1602|0.125|0.0705|0.95|0.495438754057367|-0.0428763014482949|0.0153914602429874|1.03473944573241|1.01488257152507|0.681881513753295|0.769817370099456|0.000771128677967898|0.000225379483151164|-0.0118156967332932|-0.0728737844017746|0.0658258886878908|1.00101563658381|1.02774921190778|1.09173251544812|0.705511894366384|0.816920502857143|0.89754439777353|0.000170103013178082|0.000653016669597406|0.000390639586427172
7|"MLR"|0.2852|0.2307|0.1602|0.125|0.0705|0.95|0.495438754057367|-0.0432572596481747|0.0196474076344109|0.973545610908755|1.00149892749852|0.679186834006864|0.769497498584468|0.0016336255269555|0.000549744298246206|-0.00690808352348693|-0.0805488544426073|0.0638028587550589|1.02539298114828|1.05533331088743|1.00279523233274|0.703918788701549|0.815667657142857|0.897621156802826|0.000323038459638017|0.00124367184082206|0.000659961314683206
7|"MLM"|0.2852|0.2307|0.1602|0.125|0.0705|0.95|0.495438754057367|0.12367345349859|-0.000534111255472944|1.33870878030007|1.81588847882367|0.670423164886499|0.754604794714553|0.00475467871404279|0.00753587783935884|0.182410122343784|-0.0319454398080315|-0.335637963139971|1.51752993988478|2.1336623007708|2.84960055169098|0.68478910768541|0.776346971428571|0.880052342638267|0.00326831801676804|0.00948727019387584|0.00736876714792325
7|"MPM"|0.2852|0.2307|0.1602|0.125|0.0705|0.95|0.495438754057367|-0.0378468581228278|0.00254708154246009|1.07310990950193|1.04211636627107|0.683103768372326|0.770459817697465|9.67732121618454e-05|6.05699503417344e-05|-0.0185131209911471|-0.0569091511482195|0.0419040822705813|1.04909260381951|1.05273173321575|1.00909320848813|0.706551616385686|0.81867072|0.897691964336809|3.54429238197613e-05|6.91280016058825e-05|3.42349995692225e-05
8|"Univariate"|0.288|0.2262|0.1609|0.1271|0.0653|0.95|0.507542753352625|-0.0254794124432593|-0.0468329611717479|1.00099555577552|1.00087865503303|0.679601621020599|0.757097895969207|9.23049303686094e-06|3.3601044675881e-05|0.684961962787086|-0.754493151556281|-1.12221620404571|0.754705301968988|1.46775677427708|1.7502942710449|0.683202184944818|0.80028832150967|0.897710544497493|0.0108939406492297|0.0113927222012857|0.0120754701574999
8|"SR"|0.288|0.2262|0.1609|0.1271|0.0653|0.95|0.507542753352625|-0.0252403100458921|-0.0467848821459056|1.02778943953769|1.02467209831639|0.679601621020599|0.757097781705406|2.86050309598943e-05|4.23442947527046e-05|0.684165702981176|-0.75359848932508|-1.1210852729609|0.773421050230984|1.50663615246471|1.79224712010884|0.683105748493884|0.800593245752265|0.897746588852366|0.0109698474416883|0.0114450220643209|0.0120426316053088
8|"PCC"|0.288|0.2262|0.1609|0.1271|0.0653|0.95|0.507542753352625|-0.0260689805274536|-0.049223877987806|0.962326528089933|0.989775749901691|0.677988305633583|0.756101858409324|0.000753060348075512|0.000262885847073432|-0.049831022676632|-0.00104058285597615|-0.047803515025129|0.941832861968988|1.00561244624483|1.12210234546199|0.691363064054172|0.819730013603966|0.905573948188861|0.000131171708693902|0.000863405190080967|0.000334295585057499
8|"MLR"|0.288|0.2262|0.1609|0.1271|0.0653|0.95|0.507542753352625|-0.0261270000211963|-0.047575206302484|0.909164564889029|0.969019777707565|0.674753189372659|0.756164589236487|0.00160864243394017|0.000540387496785284|-0.0476755416376311|-0.00458916435779238|-0.0496670785360197|0.989528325622711|0.99874732489043|1.01011408762111|0.68927145964716|0.819690805195592|0.905911782096802|0.000260715158319969|0.00140056038922997|0.000612475010351967
8|"MLM"|0.288|0.2262|0.1609|0.1271|0.0653|0.95|0.507542753352625|0.135033216122492|0.106528200324909|1.30326415577896|2.09913964105848|0.67500282849563|0.749895848544702|0.00274702782092051|0.00932850116166939|0.38317267139034|-0.199330806345338|-0.440744382680272|1.50431711189891|1.95408372343008|3.40703584749924|0.671113631396035|0.774779691558718|0.900151402674262|0.00649365506868198|0.00768267779274882|0.00700143576154641
8|"MPM"|0.288|0.2262|0.1609|0.1271|0.0653|0.95|0.507542753352625|-0.0248471934234687|-0.0425263870677582|1.01537562949137|1.00789489192416|0.679549050015606|0.756970434698352|4.14362705135232e-05|0.00010018071698092|-0.0465688227641298|0.000439683468208933|-0.0295719068263499|0.978030049924555|1.0760141533407|1.08819770098674|0.692048192449826|0.820033495698207|0.905876229255859|5.40097098725757e-05|7.72894389528995e-05|4.95420804986399e-05
9|"Univariate"|0.2896|0.2255|0.1593|0.1303|0.0662|0.95|0.498505018391782|-0.0228402156696485|-0.0514003065229262|1.00528989140321|0.967878599600378|0.677755275994226|0.763076843797372|1.58539322862223e-05|7.20360332048429e-05|0.674511102721215|-0.734674901589452|-1.10779338350156|0.71942040802001|1.50675776893954|1.73575649706838|0.683170266370707|0.800088085349073|0.899941699413565|0.0106261955631308|0.0114096400467268|0.011985241074259
9|"SR"|0.2896|0.2255|0.1593|0.1303|0.0662|0.95|0.498505018391782|-0.0223783602241453|-0.0508455529765841|1.03204137971139|0.994041761867596|0.677755275994226|0.763076843797372|2.73875531441389e-05|3.8475666395128e-05|0.674387096679601|-0.733314801340163|-1.10598004998025|0.738770945220897|1.54690950731851|1.78263203642399|0.683020031359692|0.800296518122577|0.899981332165165|0.0107053637640299|0.0114584544722008|0.0119121954222853
9|"PCC"|0.2896|0.2255|0.1593|0.1303|0.0662|0.95|0.498505018391782|-0.0245772780950863|-0.0458814496654889|0.953419302724682|0.950818175134886|0.673058871198547|0.762226971409922|0.000830256200396917|0.000287659854661002|-0.0445269653132789|-0.00734421385994292|-0.0533181381867754|0.884146935073055|0.969265419045724|1.11335977345819|0.696078754208279|0.81224839927248|0.906428852901991|0.00018148329560243|0.000827862873055219|0.000339895405219025
9|"MLR"|0.2896|0.2255|0.1593|0.1303|0.0662|0.95|0.498505018391782|-0.0238549299757182|-0.0544193398277232|0.904570886438519|0.9346773186468|0.671216570074909|0.761041112283298|0.00154133532626411|0.000697986878132546|-0.0483655949985746|-0.00501627741227514|-0.0782164815439813|0.968557938838457|0.984799611229451|0.961195830398427|0.694106957023453|0.81172166971065|0.906461529701269|0.00028011973652451|0.0012780789459443|0.000839594090465035
9|"MLM"|0.2896|0.2255|0.1593|0.1303|0.0662|0.95|0.498505018391782|0.375647316008958|0.217347967687622|0.716870304507483|1.10929538060777|0.663420158979767|0.743745811259392|0.00742991678094217|0.00597468370696496|0.68377914177312|0.0215148024829711|-0.395020143797515|0.77211015902081|1.05573731697284|1.91816847936446|0.667004994119404|0.731158431763107|0.875552512910571|0.00755256876786524|0.00836991011506352|0.00595374619871745
9|"MPM"|0.2896|0.2255|0.1593|0.1303|0.0662|0.95|0.498505018391782|-0.0206088509634985|-0.0269953919676325|1.02948009170843|0.938744334743331|0.677755275994226|0.763022506473671|4.80025982374347e-05|7.19776198252356e-05|-0.0303337471267851|-0.0113517456953017|-0.0214181840832898|0.889849673329208|0.996380515257654|1.00542258557902|0.697497175813268|0.81481321661451|0.906915284265506|6.44115766787263e-05|7.48249494806512e-05|5.92259171695308e-06
10|"Univariate"|0.2834|0.2242|0.1605|0.1229|0.0637|0.95|0.519925790126765|0.0116453928863944|-0.0117513400278374|1.02643498366237|1.00253021313724|0.679220672937818|0.752886203738008|9.22553436408743e-05|7.7187898619079e-05|0.76361991862153|-0.730806832643947|-1.09793352060993|0.742736316330783|1.49983505545669|1.74882768570443|0.685535040698829|0.793860027112426|0.887541579123947|0.0112613498472539|0.0101818073996659|0.0117011025743644
10|"SR"|0.2834|0.2242|0.1605|0.1229|0.0637|0.95|0.519925790126765|0.0117685152259775|-0.0119421547390394|1.07047605883594|1.02861637751089|0.679220672937818|0.752886203738008|0.000161329337969461|0.000118485506086571|0.762955421948256|-0.730211329157254|-1.09747668073071|0.766392235228097|1.56202354546149|1.7960489146306|0.685546692791103|0.79453825522918|0.887324283717381|0.0113686643794472|0.0102945587547069|0.0117115871314535
10|"PCC"|0.2834|0.2242|0.1605|0.1229|0.0637|0.95|0.519925790126765|0.0129567622479786|-0.010625164839418|0.973629364188653|0.998744386074028|0.676260229488778|0.752037550257465|0.000758278766927466|0.000318130067065961|-0.008833205627533|0.0459762941023896|0.00387254912289151|0.934852482292733|0.986424014853512|1.16479525239276|0.692795110574274|0.809700471048955|0.901263381649705|0.000128156897416185|0.000970752187034641|0.000387618128315923
10|"MLR"|0.2834|0.2242|0.1605|0.1229|0.0637|0.95|0.519925790126765|0.0115499461777916|-0.012209313247761|0.932980095383714|0.977965990867385|0.673530232055198|0.751715244762449|0.00151204688401502|0.000544529985513207|-0.0111905060259872|0.0470774444894361|0.00833841417965497|0.968834522185411|1.00662780231964|1.04341650286381|0.691988741258612|0.809220859591751|0.900862156412118|0.000278995975868274|0.00158104265267026|0.000540363769492382
10|"MLM"|0.2834|0.2242|0.1605|0.1229|0.0637|0.95|0.519925790126765|0.191962443342859|-0.023548131466751|0.989037696156624|1.23688702293405|0.659710955699019|0.730292393061382|0.00578046243964152|0.00641682974778394|0.21410604898474|0.050523418369238|-0.424067096185267|1.06895574342922|1.61731236285636|2.09574676344982|0.676630615686908|0.754640797457484|0.853611639119947|0.00282938538782901|0.00983447209596154|0.00709314479210992
10|"MPM"|0.2834|0.2242|0.1605|0.1229|0.0637|0.95|0.519925790126765|0.00833592863819194|-0.0011304316303838|1.01103697147292|1.00147870484912|0.679220525216014|0.752883214104447|7.57132416229837e-05|0.000155380610565993|0.00213783748850583|0.0165379626949488|-0.00392134216164296|0.961332341342449|1.03326291283208|1.09771616603311|0.692796372265794|0.81178979585343|0.901400197276061|5.04639943783378e-05|0.000171938060373183|9.61017412662514e-05
11|"Univariate"|0.2911|0.2319|0.1645|0.1266|0.0674|0.95|0.500889499713443|0.0196333881346849|0.047605659692943|0.981183984510689|0.93397635099694|0.679316550397001|0.763088851435241|1.55265623759489e-06|0.000130227274211116|0.800579948193607|-0.718874341710994|-1.01611809197618|0.704154949935985|1.52322692559327|1.54934633597587|0.688962036092179|0.805031525034629|0.889781352156092|0.0112031485110523|0.0113639436063337|0.0109511048901155
11|"SR"|0.2911|0.2319|0.1645|0.1266|0.0674|0.95|0.500889499713443|0.0191148839763023|0.0475794642424652|1.02363183456575|0.951617923691265|0.679316501938183|0.763088851435241|1.6055407536426e-05|9.02868029275805e-05|0.798991444059245|-0.718549782573972|-1.01498503455188|0.72286448431681|1.58595023414784|1.58103432054211|0.689039597350839|0.805914566052807|0.889449170851281|0.0112765414227599|0.011419246635069|0.0109214418091141
